responseid,startdate,coop1,pass1,coop2,pass2,pass_prob,coop_mexotx,coop_mexoty,coop_meyotx,coop_meyoty,ddt_log_k,study,carit_correct,carit_go_correct,carit_nogo_correct,carit_rt,flanker_correct,flanker_error,flanker_slow,flanker_rt,q_gender,q_age,q_race,q_demrep,q_cash_choice,nfc,risk,trust,edu,income,wvs106_1,wvs108_1,wvs176_1,wvs250_1,bel2,bel2_5,urbanrural,urchild,q_income,q_maternal,q_household,q_neuro,q_anxious,q_exercise,q_sleep_1,q_screen_1,crt,bmi,Strategy
R_xlvHVSDI5MZtkgp,1/24/2022 18:05,16,1,12,1,1,75,9,10,9,1.426362,CARIT,0.9234353,0.9331651,0.8958333,491.684,,,,,1,51,1,3,1,2,6,6,6,7,9,9,9,9,3,1,5,4,4,2,4,2,2,3,7,7,3,28.20679,StubbornDef
R_sbwWMw1Oit7mlPz,1/21/2022 23:29,75,1,72,1,1,100,0,0,0,-3.314666,CARIT,,,,,,,,,2,37,1,3,2,3,3,5,6,5,4,3,3,9,1,3,4,4,4,4,2,2,3,1,6,9,3,36.94399,Grim
R_3HYe0llvLcEWn3F,1/24/2022 18:46,75,0,59,1,0,17,21,20,89,1.81826,CARIT,0.8089465,0.7779851,0.8958333,514.8606,,,,,2,44,2,2,1,3,5,7,4,5,1,8,2,5,1,3,5,4,2,4,8,2,3,1,6,1,0,29.04959,Other
R_1jfentcTtAuX8lo,1/12/2022 15:53,33,1,83,1,1,86,100,64,10,-2.983458,CARIT,0.9727066,1,0.8958333,408.5026,,,,,1,53,1,2,2,3,8,6,6,8,3,2,2,9,4,97,5,2,4,2,2,2,2,7,7,7,3,27.83306,FourteenCoop
R_b3Le12NRchKaM7f,1/21/2022 22:32,64,1,92,1,1,98,42,69,4,-3.353033,CARIT,0.8087673,0.7929105,0.8541667,446.0417,,,,,2,44,1,4,2,3,4,5,7,7,8,7,7,9,1,2,4,1,4,2,5,2,4,1,8,8,3,24.37158,TitForTat
R_29cUzJ4YBoRbi25,1/24/2022 18:22,0,1,0,1,1,0,0,0,0,-0.2474889,CARIT,0.9347826,0.9705882,0.8333333,455.5909,,,,,2,42,1,1,2,1,2,6,5,4,1,1,6,10,4,98,4,3,2,4,5,2,2,4,8,9,2,21.41042,Defect
R_AbQKHyISjiFppYZ,1/24/2022 17:44,91,1,86,1,1,100,42,79,0,0.778603,CARIT,0.8027951,0.8139815,0.7708333,488.8196,,,,,2,51,1,1,1,2,2,5,6,7,1,1,8,10,4,98,6,6,4,2,4,2,3,8,9,4,3,24.36358,TitForTat
R_2QSg3hzDXN6VsIx,1/6/2022 23:02,0,1,0,1,1,0,0,0,0,-2.592759,CARIT,0.875,0.9852941,0.5625,408.1493,,,,,1,56,9,4,2,4,7,5,7,8,10,10,4,8,1,3,5,5,4,4,2,2,1,6,8,6,3,25.10714,Defect
R_cxci1mdTaAnDqdH,1/21/2022 17:25,15,1,11,1,0,100,1,0,0,-2.863721,CARIT,0.8524845,0.9851844,0.4791667,392.2982,,,,,1,39,1,2,2,2,5,4,6,6,3,3,9,10,4,98,4,4,4,4,3,2,2,4,7,9,2,29.36978,StubbornDef
R_3Ep7PLICJdLylsj,1/24/2022 20:19,66,1,15,1,1,81,16,83,12,-1.623557,CARIT,0.8800765,0.8818042,0.875,489.0807,,,,,1,61,1,5,1,1,2,6,6,7,7,10,10,10,1,1,6,3,2,2,4,2,1,1,5,5,1,26.85069,SuspiciousTitForTat
R_XzVQ1Bu5sYO4GfD,1/21/2022 17:25,0,1,100,1,1,0,100,0,0,-0.4019952,CARIT,0.9182394,0.9484197,0.8333333,515.804,,,,,1,42,1,4,1,1,6,5,4,5,8,3,3,8,3,96,6,2,1,4,2,2,3,3,9,15,2,27.66998,Other
R_3RvYkPP3xgp8Kgw,1/21/2022 16:53,45,1,38,1,1,69,5,67,6,3.808666,CARIT,0.8907071,0.9555531,0.7083333,430.7325,,,,,2,52,1,4,1,2,6,4,7,8,9,9,5,9,1,1,2,2,4,4,5,2,3,6,7,5,3,25.05811,SuspiciousTitForTat
R_1NCxsMwqn2vQVhL,1/21/2022 23:19,100,1,100,1,1,100,100,100,100,0.1541715,CARIT,0.9510272,0.9851844,0.8541667,485.9343,,,,,1,55,1,2,1,5,1,3,5,3,1,1,1,6,4,97,2,1,1,2,6,2,3,3,7,12,0,34.69964,Coop
R_2TRFLjImuYU4c9y,1/24/2022 17:59,0,0,10,1,1,16,0,100,0,-0.465754,CARIT,0.950848,0.9852941,0.8541667,442.5121,,,,,2,36,2,3,1,3,2,5,6,5,10,10,1,10,1,3,4,2,1,2,1,2,2,1,6,10,2,30.99647,Other
R_2us5YtQRu4dmnGQ,1/21/2022 22:49,49,0,0,1,1,60,35,60,28,-1.214767,CARIT,,,,,,,,,2,62,1,6,2,3,2,4,4,3,10,10,10,10,1,99,2,4,1,4,4,2,2,2,10,7,0,26.08789,Random
R_uxL8Whcb1D0kz6N,1/22/2022 14:12,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ojNUf5cVymbDFJ,1/24/2022 21:46,67,0,65,1,1,58,50,58,44,-1.963363,CARIT,,,,,,,,,1,39,1,2,1,2,7,4,6,4,4,4,8,8,2,96,4,4,2,4,3,2,3,4,6,5,1,26.57845,Random
R_3JKTGNQ4ChZjLPX,1/21/2022 16:48,49,0,100,1,1,0,0,100,0,1.106642,CARIT,0.9509078,0.9778314,0.875,454.2576,,,,,2,52,1,2,2,2,8,3,7,6,3,3,7,10,2,98,6,5,2,2,1,2,3,1,8,8,2,27.98539,Other
R_2ON1HTBjTSMKMd3,1/21/2022 22:36,14,1,75,1,1,10,11,12,10,1.718292,CARIT,0.8800167,0.8892669,0.8541667,486.5919,,,,,2,38,2,2,1,3,4,4,3,4,2,4,5,6,1,2,4,4,1,4,4,2,2,1,6,8,2,39.85261,Other
R_1ez4PUWPyPuGrHZ,1/21/2022 22:26,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6ydG05Vur3agPWp,1/14/2022 20:03,16,1,15,1,1,98,5,14,27,-3.071834,CARIT,0.9672121,0.9925373,0.8958333,477.6885,,,,,2,44,1,3,2,1,6,6,7,7,4,2,9,10,1,2,2,5,4,1,4,2,2,8,8,2,3,24.02832,StubbornDef
R_3jdixWy3UqKDf9i,1/12/2022 16:31,78,1,80,1,1,26,21,86,81,-1.315767,CARIT,0.8632943,0.9260316,0.6875,449.7752,,,,,2,38,1,4,2,1,7,3,6,3,9,9,2,9,3,11,6,5,1,2,2,2,3,2,4,9,0,20.51526,Other
R_3wO6fhviTvoIRzz,1/24/2022 19:34,50,1,26,1,1,26,24,24,25,-2.108167,CARIT,0.9672121,0.9926471,0.8958333,408.6866,,,,,2,37,1,1,2,3,3,5,7,4,3,2,9,7,3,96,5,5,2,2,2,1,3,1,6,6,3,23.96057,Defect
R_3rSqKQVEdz32KWJ,1/21/2022 16:41,32,1,50,1,1,38,33,63,64,-2.799736,CARIT,,,,,,,,,2,36,1,1,2,4,10,7,7,7,1,5,8,10,2,99,5,6,4,2,2,2,2,7,8,12,1,23.32997,Random
R_2sSiKDagyMvSN9u,1/12/2022 16:19,91,1,94,1,1,2,0,0,0,-1.827224,CARIT,0.885332,0.8742318,0.9166667,477.9215,,,,,2,52,5,4,1,2,5,5,6,7,8,7,3,10,1,3,2,6,4,4,4,2,3,3,6,9,0,25.91626,Other
R_3kFnkYomIp4KF0N,1/24/2022 19:48,88,1,16,1,1,84,13,56,10,-2.35672,CARIT,,,,,,,,,2,49,1,2,1,4,3,6,6,7,3,3,8,10,4,98,4,4,4,2,4,2,2,1,6,2,2,22.887,SuspiciousTitForTat
R_2aCWbcyCJ96PlyC,1/12/2022 10:53,0,1,11,0,1,9,8,8,6,-0.2827681,CARIT,0.9672121,0.9851844,0.9166667,429.4429,,,,,1,40,1,3,2,2,9,4,6,7,9,8,4,8,1,1,2,3,4,2,4,2,4,1,6,7,3,28.20269,Defect
R_eo3uiVZ2ssWl1wR,1/24/2022 17:35,19,0,67,1,1,26,68,26,56,-2.333734,CARIT,0.9125657,0.9779412,0.7291667,479.1478,,,,,2,54,"1,3",4,1,2,5,3,6,3,6,5,9,9,4,99,3,2,1,2,2,2,3,3,5,6,1,19.52778,Random
R_VJQJgIvxpkZMaMp,1/24/2022 20:17,0,0,100,1,1,100,0,0,0,0.1166427,CARIT,0.814023,0.8813652,0.625,465.7301,,,,,1,36,1,2,2,3,3,4,6,4,2,2,8,10,4,96,6,3,1,2,1,2,1,1,7,4,3,20.61265,Grim
R_31T7YPBo6D4nmv8,1/22/2022 14:30,15,1,7,1,1,6,0,0,0,-1.93033,CARIT,0.9015767,0.977612,0.6875,443.3024,,,,,1,40,1,3,2,1,7,5,6,4,4,3,4,10,3,96,3,4,2,2,3,2,4,3,7,3,2,34.2074,Defect
R_1KjTYl8wbymPEWC,1/24/2022 16:24,13,1,10,1,1,15,15,15,15,4.346212,CARIT,0.748268,0.7251976,0.8125,456.9048,,,,,2,64,10,3,1,3,2,1,6,6,6,6,6,8,1,2,6,6,1,2,1,2,5,2,5,15,1,19.20265,Defect
R_3CEi4rUXODUI0vD,1/24/2022 19:16,19,1,81,1,1,100,3,91,7,-3.652379,CARIT,0.9617176,1,0.8541667,441.0498,,,,,1,49,1,2,2,2,3,4,5,3,1,1,9,10,4,97,1,1,1,1,1,2,2,1,7,13,3,34.30922,TitForTat
R_3MEXPGUThZHmJSy,1/24/2022 17:36,83,1,87,1,1,100,0,53,0,-2.068122,CARIT,0.8359413,0.940518,0.5416667,451.2706,,,,,2,45,1,4,1,5,1,5,5,3,10,9,10,10,1,98,3,3,1,4,3,2,3,8,8,13,3,25.68279,TitForTat
R_2TsMZrEjmMWFi2v,1/21/2022 16:09,96,1,96,1,1,100,97,100,90,11.78833,CARIT,0.8913044,0.9264706,0.7916667,413.3016,,,,,2,43,1,1,1,3,5,4,4,3,1,1,5,10,4,97,4,4,1,4,2,1,3,3,5,3,1,28.89542,Coop
R_2WAzDuQ9cDDKaHO,1/24/2022 18:04,50,1,87,1,1,100,75,75,0,-1.414932,CARIT,0.9780817,0.9926471,0.9375,447.694,,,,,2,67,1,3,2,1,2,4,6,4,2,1,5,10,2,99,5,4,1,1,1,2,2,1,7,2,3,21.78719,FourteenCoop
R_3agv3xFYycALl5v,1/21/2022 16:51,25,1,29,1,1,22,25,35,28,-2.703165,CARIT,0.9292881,0.9485294,0.875,480.6205,,,,,2,58,1,2,2,3,4,6,5,6,8,8,4,8,1,2,4,2,2,1,2,2,3,2,10,3,0,27.36592,Random
R_3D6L42vpKy9n4v1,1/21/2022 15:30,100,0,100,1,1,100,100,50,50,-1.158753,CARIT,0.8634138,0.9186786,0.7083333,465.2692,,,,,2,42,1,4,1,3,7,4,6,6,4,6,5,5,1,1,3,2,2,2,5,2,2,3,5,3,1,24.44293,Coop
R_1QLpo2gY3cVFAmO,1/24/2022 17:52,29,1,22,1,1,19,12,19,33,-1.431741,CARIT,,,,,,,,,2,55,1,4,1,5,0,5,5,3,4,2,9,8,1,2,1,4,1,2,2,2,3,1,7,5,2,25.52662,Defect
R_Q0V4XChaKOkXjuV,1/14/2022 19:35,0,0,0,1,1,84,15,14,86,-2.774277,CARIT,0.8634138,0.851734,0.8958333,491.812,,,,,2,48,1,4,2,2,6,5,5,8,9,9,2,9,1,3,5,6,4,1,7,1,3,1,6,6,0,42.96111,Other
R_3EbR7Ob38OKIRc9,1/21/2022 22:54,60,0,37,1,1,89,22,61,23,0.1977822,CARIT,0.8908863,0.9778314,0.6458333,404.5379,,,,,2,40,1,1,2,1,6,7,6,8,1,1,10,10,1,2,2,2,1,2,2,2,1,5,7,12,0,18.12934,Random
R_2tmsA7uklcMMFtw,1/24/2022 20:10,23,1,13,1,1,76,23,70,23,-2.68128,CARIT,0.5461658,0.4660887,0.7708333,485.3181,,,,,1,50,1,5,2,2,7,5,5,6,8,7,6,10,1,3,2,1,2,2,4,2,3,3,7,3,1,24.93282,SuspiciousTitForTat
R_UGf34yKKpfFgHdL,1/24/2022 17:35,0,1,14,1,1,64,15,71,71,-0.4175529,CARIT,0.8695652,0.9264706,0.7083333,458.6825,,,,,1,36,1,5,1,3,6,5,6,7,1,6,6,10,1,1,6,6,4,4,3,2,1,4,8,8,1,28.871,Other
R_29vsNjAkWWGhzwA,1/24/2022 19:45,81,1,72,0,1,100,72,58,58,-2.650773,CARIT,0.9727066,1,0.8958333,428.6086,,,,,1,49,1,5,2,2,6,7,7,8,10,10,9,9,4,96,2,2,4,1,4,2,1,1,7,8,3,30.12857,Random
R_1Cq0dK40thQCPYy,1/14/2022 18:55,78,0,12,1,0,26,67,78,25,0.6861722,CARIT,,,,,,,,,2,38,1,4,2,1,7,3,6,5,9,9,7,8,1,3,1,5,4,4,2,1,4,6,6,3,0,24.0466,Other
R_2uQaLXWkQLk1MNk,1/22/2022 15:19,0,1,0,1,1,0,0,0,0,-3.321862,CARIT,0.9291686,0.9926471,0.75,444.2463,,,,,1,51,1,5,2,1,5,5,7,5,7,9,8,8,1,3,4,4,2,2,4,2,2,5,8,7,3,31.00113,Defect
R_ZmM06M8oVnQzvqx,1/12/2022 16:16,24,1,20,1,1,100,21,14,0,-0.0846216,CARIT,,,,,,,,,2,37,1,2,2,2,4,4,6,6,4,4,4,6,1,9,5,4,2,4,1,2,2,1,10,7,3,18.72084,StubbornDef
R_2ofq5sJGl9nsPwR,1/12/2022 16:34,62,0,78,1,1,100,34,69,0,-0.5026882,CARIT,0.8469303,0.9926471,0.4375,417.194,,,,,1,60,1,2,1,2,6,4,6,5,4,4,5,9,4,98,3,3,1,2,2,2,3,3,7,2,3,25.10714,TitForTat
R_2UYkwHTh1DSoPZx,1/20/2022 10:23,79,1,95,1,1,91,12,89,47,0.5803431,CARIT,,,,,,,,,2,39,1,2,1,2,4,3,6,6,1,2,6,9,3,96,3,5,1,4,3,2,3,2,7,6,0,43.39506,TitForTat
R_2E0H2HiriEw1NSF,1/21/2022 17:28,28,1,100,1,1,100,0,100,49,-1.875642,CARIT,0.9344243,0.9778314,0.8125,412.7803,,,,,1,52,1,3,1,4,3,5,5,3,3,1,8,5,3,96,4,2,1,4,1,2,3,3,7,12,2,32.49335,TitForTat
R_2Por851oAbWwSFB,1/24/2022 18:33,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2wKtFQXSt4JIC4o,1/22/2022 15:36,84,1,91,1,1,92,5,42,0,-1.049061,CARIT,0.9342451,0.9478709,0.8958333,435.1964,,,,,1,36,1,3,2,5,10,4,6,5,10,5,8,7,4,97,4,4,2,4,3,2,1,6,7,10,3,25.06474,Grim
R_1Fneza3ASmWbsfx,1/21/2022 21:37,68,1,86,1,1,100,75,19,0,-3.171897,CARIT,0.6724797,0.6671422,0.6875,515.6541,,,,,2,52,1,4,2,4,5,5,7,7,8,6,3,5,1,1,3,2,1,1,3,2,3,1,7,2,1,20.17332,Grim
R_3fZwxo4MUfC5DJf,1/21/2022 22:24,10,1,29,1,1,92,0,79,0,4.488943,CARIT,0.9347826,0.9705882,0.8333333,431.9394,,,,,2,37,2,1,1,1,5,1,6,4,2,1,7,10,1,3,5,2,2,2,5,2,4,1,5,8,3,61.78711,SuspiciousTitForTat
R_3JKtz9BiWrRhp7s,1/24/2022 18:13,59,1,57,1,1,55,56,57,60,-1.96688,CARIT,0.8199355,0.8594161,0.7083333,446.5801,,,,,1,84,1,3,2,1,6,4,7,8,7,2,9,8,1,2,3,2,2,1,1,2,2,5,8,6,1,24.53327,Random
R_1LpaiNPabHOps0b,1/24/2022 20:54,11,1,13,1,1,74,76,11,34,-3.623799,CARIT,0.9016364,0.9703687,0.7083333,427.2935,,,,,1,45,1,1,2,1,10,7,4,8,10,10,8,10,1,2,5,5,2,4,3,2,1,5,6,10,0,25.10714,Random
R_1hSWDrj6syyhYln,1/14/2022 19:59,51,0,49,1,1,39,32,34,36,-3.108855,CARIT,0.8033325,0.9408472,0.4166667,433.4206,,,,,2,38,1,2,2,3,2,3,4,4,2,5,3,10,3,96,2,2,2,2,2,2,4,6,7,9,1,27.79813,Random
R_3jVED5Uqu5VXMIH,1/22/2022 14:14,100,1,100,1,1,100,100,100,100,1.04536,CARIT,0.8797778,0.9035338,0.8125,422.5964,,,,,1,71,1,3,1,3,5,3,7,8,3,3,8,6,1,4,3,2,2,1,2,2,1,6,7,3,3,26.87377,Coop
R_wStGPcbp9kTbDqN,1/12/2022 15:55,42,0,50,1,0,76,62,30,45,-0.9479132,CARIT,0.8307453,0.8815847,0.6875,481.0044,,,,,2,40,1,3,1,3,2,6,6,8,3,5,3,6,2,3,4,4,2,4,2,2,2,2,7,8,0,21.1151,Random
R_24jgfwwGZglKdbs,1/12/2022 10:59,10,1,16,1,1,11,14,80,74,4.412107,CARIT,,,,,,,,,2,71,1,1,1,1,6,6,5,8,8,7,9,10,3,6,4,2,2,4,5,2,2,6,6,3,0,23.17017,Other
R_3g6NblCASPQ6QWT,1/24/2022 18:14,0,1,0,1,1,8,3,5,0,-0.8859581,CARIT,0.7652891,0.7484636,0.8125,522.1472,,,,,2,57,1,5,1,1,10,5,6,7,10,8,2,10,1,1,4,3,4,4,5,2,3,6,7,5,0,23.77471,Defect
R_UlHvtlTNgUcfe5X,1/22/2022 14:58,94,1,95,1,1,95,96,94,94,2.269793,CARIT,,,,,,,,,1,41,1,2,1,2,3,6,5,2,1,1,10,10,3,96,3,3,1,2,3,2,4,1,7,18,1,26.54184,Coop
R_1CCHJWN7zbKSNg3,1/24/2022 17:37,23,1,77,1,1,95,25,75,18,-3.376395,CARIT,0.9835762,1,0.9375,409.4332,,,,,2,37,1,3,2,4,3,6,7,5,3,3,10,10,3,96,4,6,2,2,4,2,3,6,8,3,3,18.28824,TitForTat
R_2YLhlEL01A7nQeI,1/24/2022 20:07,96,1,59,0,1,85,33,62,28,0.7143198,CARIT,0.6118013,0.5179982,0.875,524.3292,,,,,1,75,2,1,1,1,4,7,6,3,7,1,7,10,1,2,3,6,1,2,1,2,2,3,5,12,3,32.99796,Random
R_3n6MPkiTP0h7n5d,1/24/2022 18:31,100,1,100,1,1,100,0,50,50,-0.8817957,CARIT,0.7818323,0.8149692,0.6875,460.0562,,,,,1,47,1,4,1,1,4,7,5,5,10,10,10,10,1,2,4,5,1,4,3,2,1,1,4,8,0,39.24302,TitForTat
R_XTF8FChq79UClWx,1/24/2022 18:14,60,1,59,1,1,86,19,67,38,-0.4697903,CARIT,0.8800765,0.8893766,0.8541667,515.4777,,,,,2,64,1,1,2,3,2,5,5,5,1,6,9,10,1,98,4,3,1,4,2,2,1,1,8,5,2,28.24265,Random
R_24vicWcThr2ZWad,1/21/2022 23:20,34,1,25,0,1,67,16,18,50,3.197903,CARIT,0.2949713,0.095698,0.8541667,182.8333,,,,,2,37,1,1,1,3,6,6,7,7,7,3,9,9,1,99,4,4,2,2,5,2,2,6,7,6,3,21.29828,Random
R_XvTf8ZyEUYP65fX,1/24/2022 18:48,40,0,27,1,1,78,13,59,50,5.518142,CARIT,0.4867415,0.4004609,0.7291667,263.5456,,,,,1,40,1,2,1,1,10,7,7,9,3,2,4,10,1,2,6,4,4,2,3,2,1,5,7,4,1,22.03412,Random
R_QcEVnZpDkr5XJpn,1/14/2022 20:00,0,1,97,1,1,58,100,13,70,0.7526681,CARIT,0.9289297,0.9406278,0.8958333,457.5608,,,,,2,58,1,2,1,2,5,6,5,6,4,4,1,10,1,2,4,2,2,4,2,2,2,4,7,9,2,27.2769,Other
R_2Cq56T5mbmOnpbM,1/21/2022 17:27,50,1,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coop
R_AzLnBtSq9jzVzrj,1/24/2022 17:20,45,1,41,1,1,50,49,49,50,-3.934559,CARIT,0.6883063,0.8072871,0.3541667,464.9985,,,,,2,39,1,1,2,1,6,1,7,6,5,2,6,10,1,6,2,2,4,4,4,2,5,1,7,14,2,17.75253,Random
R_2z90hY5rieR5VNO,1/6/2022 23:02,27,1,16,1,1,26,38,64,17,-2.502522,CARIT,0.8369565,0.9411765,0.5416667,411.0781,,,,,1,37,1,3,2,2,2,6,6,5,2,1,5,9,3,1,6,4,2,2,1,2,3,7,7,8,3,22.00105,Random
R_RwRPSHDVLTMAobD,1/22/2022 13:20,0,1,0,1,1,0,0,67,34,-1.941322,CARIT,0.9291089,0.9484197,0.875,460.2141,,,,,2,41,1,2,2,2,5,6,5,5,7,7,5,9,1,2,2,2,2,1,1,1,4,8,7,7,3,21.1316,Other
R_oZtP8tV6SSKBcs1,1/22/2022 14:49,84,1,85,0,1,81,82,82,83,-2.74233,CARIT,0.8632943,0.8665496,0.8541667,466.6395,,,,,1,60,1,1,2,2,2,5,6,4,2,1,9,9,4,97,6,5,1,2,1,2,2,1,7,10,3,29.41809,Coop
R_2Xcb2GcAFY3EWVU,1/22/2022 14:59,100,1,100,1,1,100,100,100,0,3.058327,CARIT,0.9672121,1,0.875,392.0734,,,,,1,56,1,4,2,2,3,6,5,2,10,10,10,10,3,96,5,5,1,1,1,2,3,4,7,8,3,21.76675,FourteenCoop
R_1gj2PKRuiXTeY6a,1/24/2022 18:47,44,1,45,1,1,98,6,99,6,-1.691492,CARIT,0.9397993,0.9257024,0.9791667,492.675,,,,,2,40,2,1,2,2,6,4,6,7,7,3,3,9,1,1,5,5,2,4,3,2,2,4,8,3,3,27.43572,SuspiciousTitForTat
R_25MbY0j1Usxr0XA,1/24/2022 18:33,0,0,49,1,1,100,0,100,0,3.520747,CARIT,0.923495,0.9779412,0.7708333,476.1219,,,,,1,59,1,3,1,3,3,6,4,4,6,6,3,9,1,3,2,4,1,1,1,2,3,1,5,4,2,24.00289,SuspiciousTitForTat
R_1llV1lve4DblHG1,1/24/2022 18:07,100,0,89,1,1,29,32,87,51,-0.1385751,CARIT,0.9234353,0.9778314,0.7708333,435.6667,,,,,2,48,1,4,2,1,5,7,6,6,6,7,8,10,1,1,6,6,4,1,4,2,2,6,6,8,3,37.19577,Random
R_1Q57O7gLM29p5GB,1/24/2022 18:27,74,1,90,1,0,88,70,88,97,-2.900994,CARIT,,,,,,,,,1,39,1,4,2,1,7,4,5,3,8,8,10,7,3,96,1,2,1,2,1,2,2,7,8,9,0,25.68102,Coop
R_W6sJ4opdyYpClSF,1/6/2022 22:30,51,1,51,0,1,31,57,31,65,-2.776307,CARIT,0.9076087,0.9485294,0.7916667,498.9922,,,,,2,40,1,5,2,2,6,5,5,7,8,8,6,8,1,3,1,2,2,2,3,2,2,1,6,9,0,27.46094,Random
R_pGY96UHYXgBwAZb,1/24/2022 17:54,83,1,27,1,1,81,28,79,77,3.613755,CARIT,0.9069517,0.9777217,0.7083333,392.8049,,,,,2,44,"1,5",2,1,3,9,3,5,4,1,1,2,10,1,1,6,6,1,4,1,1,4,1,4,16,1,39.37651,Other
R_3HAAKeJKkJgxMyN,1/21/2022 17:27,1,1,5,1,1,89,0,100,0,0.6359444,CARIT,,,,,,,,,1,36,1,3,1,2,5,2,4,3,3,3,6,9,4,97,3,2,1,2,2,2,4,1,8,12,0,26.97224,SuspiciousTitForTat
R_2f1cjpfGmACW9Mp,1/22/2022 13:54,50,1,49,1,1,98,11,97,48,0.7854404,CARIT,0.9181199,0.9483099,0.8333333,473.3742,,,,,2,51,1,3,2,2,3,5,6,6,8,8,7,10,1,1,6,5,4,2,2,1,3,1,6,5,3,19.66062,SuspiciousTitForTat
R_3RxO44YSDOhp5hV,1/14/2022 19:34,0,1,0,1,0,2,0,0,0,-0.536848,CARIT,0.863354,0.9630158,0.5833333,410.9462,,,,,1,55,1,3,2,2,7,5,5,5,8,8,5,1,4,96,3,3,2,4,2,2,1,1,7,3,2,34.66216,Defect
R_1mUSMMOT442k3jS,1/24/2022 17:35,0,1,0,1,1,0,0,0,0,1.132324,CARIT,,,,,,,,,2,57,1,5,1,2,1,3,5,7,10,10,1,10,1,1,5,4,4,4,3,2,5,1,5,12,0,27.0666,Defect
R_3Ibk1uxha5ZcTNc,1/24/2022 18:27,16,1,77,1,0,28,74,49,49,0.9715863,CARIT,0.9018156,0.9632353,0.7291667,427.5192,,,,,2,61,1,5,1,4,3,3,4,6,4,8,6,8,3,96,4,2,2,1,2,2,4,4,4,6,2,23.82389,Random
R_5aI4UJI0XCaXuxP,1/24/2022 17:24,21,1,84,1,1,100,0,77,0,0.4136367,CARIT,0.7215719,0.6671422,0.875,522.8096,,,,,2,54,1,4,2,1,2,6,6,7,9,8,2,10,3,6,6,6,4,4,3,2,2,8,6,3,1,24.0466,TitForTat
R_UA2wWlfYbotQ3XH,1/24/2022 17:49,47,1,65,1,1,53,52,51,50,-0.7077386,CARIT,0.950848,0.9556628,0.9375,463.7458,,,,,2,49,1,4,2,1,2,6,4,4,10,8,10,5,1,3,3,2,2,4,4,2,3,4,8,10,1,28.40404,Random
R_1MYSH0c8sUUBODk,1/24/2022 17:57,3,1,100,1,1,98,3,94,94,-2.108167,CARIT,0.9672121,0.9777217,0.9375,487.0456,,,,,1,49,1,3,2,4,7,6,5,6,10,10,9,10,1,1,4,6,4,1,4,2,1,7,6,3,3,21.41042,BitterCoopCoop
R_Ce872KiU53He8Kd,1/24/2022 17:48,3,1,8,1,1,39,92,11,94,4.633337,CARIT,0.8855709,0.8967296,0.8541667,499.1815,,,,,2,36,1,5,1,4,7,6,4,6,1,1,4,3,1,98,3,2,1,4,5,2,2,5,5,16,0,27.11768,Other
R_3hbu7rbRZlZy8LQ,1/24/2022 19:28,51,1,100,1,1,100,0,0,0,0.8199211,CARIT,0.8577998,0.8886085,0.7708333,514.9194,,,,,1,62,6,5,1,4,8,3,5,6,10,10,9,10,3,96,5,5,2,2,2,2,1,2,8,10,2,26.62286,Grim
R_2vj4uAMfAafx2J4,1/12/2022 11:56,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2rDxsNMXwBz9wH5,1/21/2022 23:30,86,1,84,1,1,94,23,75,14,0.0330022,CARIT,0.9780817,1,0.9166667,402.0884,,,,,1,36,1,4,1,2,6,5,6,8,7,8,8,9,1,2,4,3,4,4,4,2,3,8,8,6,0,25.76582,TitForTat
R_1FkqxAON9vMprw8,1/12/2022 16:49,43,1,2,1,1,97,0,90,28,-3.909854,CARIT,0.9125657,0.9331651,0.8541667,497.3687,,,,,2,53,1,2,2,2,7,5,5,5,4,2,8,8,1,3,5,3,1,2,1,1,2,3,9,4,0,27.27433,SuspiciousTitForTat
R_3D8spVO3JsvyLJD,1/22/2022 13:56,100,1,100,1,1,50,50,50,50,1.884019,CARIT,0.84699,0.8962906,0.7083333,473.9645,,,,,2,49,1,1,2,5,5,7,7,7,1,1,10,10,1,3,4,3,4,4,2,2,2,1,6,8,3,23.85669,Random
R_3M5JrHdQmXoCLUA,1/14/2022 20:19,100,0,100,1,1,100,6,96,100,-1.747745,CARIT,0.934484,0.9926471,0.7708333,401.1493,,,,,2,43,1,2,2,2,5,5,5,4,3,3,9,8,1,2,2,6,2,4,3,2,3,1,6,6,2,44.16262,BitterCoopCoop
R_2v7ifIjrii85rxZ,1/24/2022 17:36,81,1,85,1,1,90,24,74,65,-2.704494,CARIT,0.7973602,0.7471466,0.9375,503.3537,,,,,2,51,1,2,1,3,6,3,5,3,2,2,3,7,1,99,2,5,2,2,2,2,3,1,7,4,2,26.44988,BitterCoopCoop
